Identification,OnSaleIndicator,Name,BCAMarketingState.StateTenurePeriod,BCAMarketingState.LastMarketedDate,BCAMarketingState.MarketingState,BCAMarketingState.Identification,BCAMarketingState.StateTenureLength,BCAMarketingState.FirstMarketedDate,BCAMarketingState.FeaturesAndBenefits.MobileWallet.Type,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Type,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Identification,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Name,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Textual,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Indicator,BCAMarketingState.FeaturesAndBenefits.Card.Type,BCAMarketingState.FeaturesAndBenefits.Card.ContactlessIndicator,BCAMarketingState.FeaturesAndBenefits.Card.Scheme.0,BCAMarketingState.Eligibility.AgeEligibility.MinimumAge,BCAMarketingState.Eligibility.AgeEligibility.Notes.0,BCAMarketingState.OtherFeesCharges.FeeChargeCap.MinMaxType,BCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeCapAmount,BCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeType.0,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.ApplicationFrequency,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeType,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.CalculationFrequency,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeCategory,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeAmount,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.0,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.1,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.OtherFeeType.Description,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.OtherFeeType.FeeCategory,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.OtherFeeType.Name,BCAMarketingState.CoreProduct.ProductDescription,BCAMarketingState.CoreProduct.ProductURL,BCAMarketingState.CoreProduct.TcsAndCsURL,BCAMarketingState.CoreProduct.ServicingAccessChannels.0,BCAMarketingState.CoreProduct.ServicingAccessChannels.1,BCAMarketingState.CoreProduct.ServicingAccessChannels.2,BCAMarketingState.CoreProduct.ServicingAccessChannels.3,BCAMarketingState.CoreProduct.ServicingAccessChannels.4,BCAMarketingState.CoreProduct.ServicingAccessChannels.5,BCAMarketingState.CoreProduct.ServicingAccessChannels.6,BCAMarketingState.CoreProduct.SalesAccessChannels.0,BCAMarketingState.CoreProduct.SalesAccessChannels.1,BCAMarketingState.CoreProduct.SalesAccessChannels.2,BCAMarketingState.CoreProduct.SalesAccessChannels.3,BCAMarketingState.Notes.0,BCAMarketingState.Notes.1,BCAMarketingState.Notes.2,BCAMarketingState.PredecessorID,Segment.0,Segment.1,Segment.2,BCAMarketingState.OtherFeesCharges.FeeChargeCap.CappingPeriod
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","CounterCashDropLodgement","Other","Transaction","0","Charge - Cash Sealed - Cash Centre","per hundred pounds",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","CounterCashIn","Other","Transaction","0","Charge - Fast Cash Paid In","per hundred pounds",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Daily","Other","ChargingPeriod","Transaction","20","Charge - Paid Referral",,"Unauthorised Paid Trans","Transaction","Unauthorised Paid Trans","Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerItem","Other","ChargingPeriod","Transaction","12","Charge - Unpaid item",,"Unauthorised Unpaid Trans","Transaction","Unauthorised Unpaid Trans","Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerOccurrence","ReportCertBalance","PerItem","Report","0","Fee - Certificate of Balance issuing",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","ReportStatementCopy1","PerOccurrence","Transaction","5.00","Charge - Duplicate statement","£5 per request",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ReportAuditLetter","PerTransaction","Report","27.50","Fee - Audit","This tariff is plus VAT per hour fee",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ChqStopped","Other","Transaction","0.00","Charge - Stopping a cheque","lost or stolen cheques are not subject to this charge",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","CHAPSOut","Other","Transaction","23.00","Fee - CHAPS (between Banks)",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","NightSafeNightSafe","Other","Transaction","0","Charge - Night Safe Wallet Usage",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ChqIn","Other","Transaction","0","Charge - Cheques Returned In",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","BACSOnLineOverlimit","Other","Transaction","45.00","Charge - BACS Referral",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ReportStatusEnquiry","Other","Report","7.24","Fee","this pricing is Plus VAT",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","AutoAutoCredit","PerOccurrence","Transaction","5.00","Fee","recall of automated credits",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ChqSpecialChqPresentation","Other","Cheque","15.00","Fee - Special cheque clearance",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","DraftsBankers","Other","BankersDrafts","12.00","Fee - Bankers draft issuance",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest","Month","9999-12-01","Promotional","8748",18.0,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","ServiceCAccountFeeMonthly","Other","Servicing","3.00","Fee","Autopay fees are as follows:-\n\n£3 per month for the service.\n£4.50 per insertion (min £20 / Max £200)\n£11 per reason (max £22, 53p each)",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,"ApplePay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,"MobileBankingApp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","17511","Cheque Book and Credit book",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","17512","Visa Debit Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","17513","Monthly Statements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","17514","Pre-Notification of charges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","17515","Automatic Money transfers (Where requested / Agreed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","17516","Access to eBanking and Mobile Banking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","17517","Access to Bankline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","17518","International Payments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"Other","126737","CardScheme","Visa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126730","CreditInterestRateStructure","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"Other","126731","Currency","GBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126732","DebitCardType","Authorised",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126742","OverdraftAvailable",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126733","RegularTariffs","Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126743","DigitalServices","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"Other","126744","DiscountBenefitsAccount","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126745","AccessToBankToYou",,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126746","AccessToBankline",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126747","ChequeBookAvailable",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126748","CreditInterestRatePayable",,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountOpeningOrSwitchingIncentive","126749","CurrentAccountSwitchService",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126750","DebitCard",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126751","DirectDebits",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126734","ElectronicPayments","BACS; Faster Payments; Domestic Payments; International Payments; CHAPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126752","GroupAccounts",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126753","InstantAccess",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126754","MobileBanking",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126755","MultipleAccountHolders",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126735","OverdraftStructures","Facility Fee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126736","PaymentClearingSystemSupported","BACS; CHAPS; International systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126756","QuickDepositsServiceAvailability",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126757","SetOffArrangement",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126758","StandingOrderAvailability",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126759","TextAlerts",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126760","TransfersAllowed",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,"AccountManagement","126761","AutoTransfers","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,,,,,,,,,,,,"DebitCard",true,"Visa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible","Minimum","25.00","ReportAuditLetter",,,,,,,,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","CounterCashIn","Other","Transaction","0.70","Charge - Branch Cash Paid In","per hundred pounds",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","TransUKDirDeb","Monthly","Transaction","0.35","Charge - Direct Debit",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","TransManualEntries","Monthly","Transaction","0.70","Charge - Manual Credits",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","ATMDeposATMPaidIn","Other","Transaction","0.70","Charge - Cash Paid In - Cash and Deposit Machine",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","CounterCashOut","Other","Transaction","0.70","Charge - Branch Cash Paid Out","per hundred pounds",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","TransDebit","Other","Transaction","0.21","Charge - Cash Centre Cash Out","per hundred pounds",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","AutoAutoCredit","Monthly","Transaction","0.35","Charge - Automated Credits",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","FPSInBranch","Monthly","Transaction","0.35","Charge - Branch Faster Payment",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
